
algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Jewel,	Pyramid,	T1,	T2,	T3,	NC 1,	NC 2,	NC 3,	Get TriplePaths,	Test NC Shortest Paths,	Test NC Rest
Perfect,	16,	1,	1,	0.257889,	1.1e-05,	0.00147389,	0.000267797,	0.000335699,	0.000331398,	0.000329798,	9.44e-05,	0.0173316,	0.0231956,	0.0001116,	0.0235427,	0.190503
Perfect,	17,	1,	1,	0.332476,	1.1299e-05,	0.00179599,	0.000470497,	0.000432398,	0.000429198,	0.000427897,	0.0001134,	0.0225732,	0.0303945,	0.000129999,	0.0306137,	0.244693
Perfect,	18,	1,	1,	0.47163,	1.25e-05,	0.00218459,	0.00105299,	0.000541897,	0.000537097,	0.000536197,	0.000125599,	0.0290508,	0.0367908,	0.000221698,	0.0408703,	0.359197
Perfect,	19,	1,	1,	0.610895,	1.33e-05,	0.00262349,	0.00210579,	0.000688396,	0.000689997,	0.000683795,	0.000157999,	0.0359871,	0.0464348,	0.0001682,	0.0523144,	0.468476
Perfect,	20,	1,	1,	0.847222,	1.36e-05,	0.00332408,	0.000244298,	0.00197849,	0.00244249,	0.00249899,	0.000173999,	0.0490278,	0.0598889,	0.000252798,	0.0670116,	0.659058
Perfect,	21,	1,	1,	1.00767,	1.48e-05,	0.00392768,	0.000555797,	0.00104799,	0.00106549,	0.0010459,	0.000195199,	0.0556774,	0.0714101,	0.000229999,	0.0791586,	0.792686
Perfect,	22,	1,	1,	1.27759,	1.78e-05,	0.00552307,	0.00151569,	0.00134529,	0.00129299,	0.00130719,	0.000212899,	0.067497,	0.0874112,	0.000257899,	0.0934112,	1.01697
Perfect,	23,	1,	1,	1.52042,	2.06e-05,	0.00627137,	0.000540297,	0.00158539,	0.00158099,	0.00157349,	0.000229799,	0.0830911,	0.105978,	0.000290599,	0.110542,	1.2078
Perfect,	24,	1,	1,	1.96879,	2.38e-05,	0.00776276,	0.00211259,	0.00191119,	0.00189719,	0.00190149,	0.000252699,	0.0984575,	0.131908,	0.000328897,	0.133003,	1.58817
Perfect,	25,	1,	1,	2.42009,	1.88e-05,	0.00886345,	0.000744695,	0.00224679,	0.00224209,	0.00351638,	0.000281198,	0.121132,	0.155657,	0.000361698,	0.15908,	1.96472
Perfect,	26,	1,	1,	2.96616,	2.02e-05,	0.0105175,	0.000720095,	0.00266698,	0.00267179,	0.00284198,	0.000358599,	0.147771,	0.185917,	0.000404198,	0.187389,	2.42352
Perfect,	27,	1,	1,	3.53609,	2.64e-05,	0.0129681,	0.00197809,	0.00315958,	0.00310158,	0.00311188,	0.000365897,	0.163856,	0.219021,	0.000428698,	0.216051,	2.91047
Perfect,	28,	1,	1,	4.45917,	2.33e-05,	0.0152019,	0.000657496,	0.00365788,	0.00365078,	0.00365688,	0.000402497,	0.19313,	0.265776,	0.000500998,	0.265401,	3.70541
Perfect,	29,	1,	1,	5.33413,	2.37e-05,	0.0178502,	0.00104509,	0.00424088,	0.00423518,	0.00424798,	0.000427898,	0.229258,	0.295015,	0.000537596,	0.309361,	4.46604
Perfect,	30,	1,	1,	6.58022,	2.22e-05,	0.0217083,	0.00122809,	0.00491977,	0.00486417,	0.00490347,	0.000461198,	0.261712,	0.355975,	0.000583797,	0.37607,	5.5455
Perfect,	31,	1,	1,	8.17808,	2.69e-05,	0.0255494,	0.00121949,	0.00561107,	0.00563377,	0.00560367,	0.000484197,	0.366789,	0.421978,	0.000637196,	0.484456,	6.85409
Perfect,	32,	1,	1,	10.2461,	3.03e-05,	0.0309302,	0.00203189,	0.00665406,	0.00646106,	0.00646856,	0.000523596,	0.41507,	0.497952,	0.000692996,	0.587623,	8.68439
Perfect,	33,	1,	1,	12.1375,	2.97e-05,	0.0341375,	0.00120669,	0.00770566,	0.00726646,	0.00749646,	0.000556797,	0.484336,	0.564213,	0.000753396,	0.657413,	10.3643
Perfect,	34,	1,	1,	13.3784,	3.66e-05,	0.038238,	0.00286278,	0.00819015,	0.00826765,	0.00825295,	0.000605497,	0.564812,	0.622187,	0.000821096,	0.764619,	11.3498
Perfect,	35,	1,	1,	15.0322,	3.08e-05,	0.0419603,	0.00229079,	0.00949915,	0.00967065,	0.00930095,	0.000634197,	0.637913,	0.693193,	0.000923394,	0.848847,	12.7679
Perfect,	36,	1,	1,	17.061,	3.1e-05,	0.0493506,	0.00265978,	0.0117765,	0.0103604,	0.0107338,	0.000770996,	0.713864,	0.781944,	0.000989994,	0.963882,	14.5036
Perfect,	37,	1,	1,	18.9093,	3.18e-05,	0.0498273,	0.00171589,	0.0117765,	0.0115831,	0.0115294,	0.000778696,	0.800238,	0.869181,	0.00128199,	1.03949,	16.1
Perfect,	38,	1,	1,	21.011,	4.4699e-05,	0.0564908,	0.00408628,	0.0152518,	0.0129488,	0.0140334,	0.000841895,	0.954135,	0.955873,	0.00111949,	1.12949,	17.8537
Perfect,	39,	1,	1,	22.864,	3.27e-05,	0.0637447,	0.00183669,	0.0144506,	0.0148223,	0.014429,	0.000868895,	1.01698,	1.08407,	0.00120189,	1.20391,	19.4327
Perfect,	40,	1,	1,	26.2912,	4.07e-05,	0.0720842,	0.00251159,	0.016655,	0.0159272,	0.0163201,	0.000982994,	1.15632,	1.22485,	0.00129529,	1.33261,	22.4362
Perfect,	41,	1,	1,	29.2402,	3.98e-05,	0.0792476,	0.00222639,	0.0178906,	0.0177506,	0.0181976,	0.000973395,	1.29758,	1.35624,	0.00139959,	1.49462,	24.9367
Perfect,	42,	1,	1,	32.6845,	0.00152939,	0.0885957,	0.00238999,	0.0196775,	0.0196476,	0.0198284,	0.00103389,	1.42363,	1.46072,	0.00149879,	1.64498,	27.9821
Perfect,	43,	1,	1,	35.8821,	0.000947295,	0.0971395,	0.00235199,	0.0220588,	0.0214305,	0.0217206,	0.00108549,	1.57205,	1.60412,	0.00157439,	1.76943,	30.7514
Perfect,	44,	1,	1,	41.21,	0.000223599,	0.114794,	0.00262088,	0.0241532,	0.0240219,	0.0249251,	0.00129009,	1.90489,	1.8214,	0.00198559,	1.99331,	35.2722
Perfect,	45,	1,	1,	45.8406,	0.000212299,	0.120906,	0.00270818,	0.0262723,	0.0292655,	0.026259,	0.00121579,	2.09802,	1.99801,	0.00175979,	2.19594,	39.3173
Perfect,	46,	1,	1,	54.8084,	0.000162999,	0.139242,	0.00293288,	0.0287505,	0.0289069,	0.0293308,	0.00140839,	2.31667,	2.24556,	0.00210739,	2.43639,	47.5527
Perfect,	47,	1,	1,	58.4098,	0.000307198,	0.148931,	0.00340348,	0.0312803,	0.0319628,	0.0312933,	0.00149159,	2.45657,	2.42135,	0.00227299,	2.71139,	50.5399
Perfect,	48,	1,	1,	66.7787,	0.000230598,	0.166688,	0.00329968,	0.0344681,	0.0342916,	0.0341731,	0.00158119,	2.65828,	2.71518,	0.00219899,	3.01365,	58.0831
Perfect,	49,	1,	1,	73.0993,	0.00186279,	0.183476,	0.00356028,	0.0372096,	0.0383919,	0.0377561,	0.00181739,	2.97257,	2.97852,	0.00229799,	3.30048,	63.5063
Perfect,	50,	1,	1,	79.6958,	0.0001112,	0.194083,	0.00374718,	0.0402152,	0.0403133,	0.0402677,	0.00176019,	3.23116,	3.18066,	0.00242199,	3.56777,	69.3573

algorithm,	n,	result,	num_runs,	Overall,	Simple Structures,	Get Near Cleaners,	Prepare 3paths,	Test NC Shortest Paths,	GPU Test NC Copy R,	GPU Test NC work
Cuda Perfect,	16,	1,	1,	0.228061,	0.00292988,	0.0406218,	0.000151,	0.02437,	0.0831776,	0.0757246
Cuda Perfect,	17,	1,	1,	0.273984,	0.00370188,	0.0534052,	0.000174399,	0.0310302,	0.0960666,	0.0879691
Cuda Perfect,	18,	1,	1,	0.341099,	0.00436257,	0.0666145,	0.000192299,	0.0409791,	0.118831,	0.108624
Cuda Perfect,	19,	1,	1,	0.408817,	0.00655126,	0.084096,	0.000243698,	0.052875,	0.137454,	0.125613
Cuda Perfect,	20,	1,	1,	0.870246,	0.00614446,	0.106205,	0.000240998,	0.0684647,	0.162392,	0.158065
Cuda Perfect,	21,	1,	1,	0.567166,	0.00788425,	0.128697,	0.000281398,	0.08087,	0.175321,	0.171778
Cuda Perfect,	22,	1,	1,	0.647947,	0.0101003,	0.15508,	0.000309698,	0.0942675,	0.190616,	0.195267
Cuda Perfect,	23,	1,	1,	0.724678,	0.0136475,	0.189904,	0.000347298,	0.106842,	0.199585,	0.211559
Cuda Perfect,	24,	1,	1,	0.867121,	0.0153661,	0.233485,	0.000403199,	0.133216,	0.233654,	0.248043
Cuda Perfect,	25,	1,	1,	1.00415,	0.0175134,	0.27645,	0.000424897,	0.161507,	0.261779,	0.283259
Cuda Perfect,	26,	1,	1,	1.15432,	0.0194189,	0.329589,	0.000460598,	0.19155,	0.29029,	0.319505
Cuda Perfect,	27,	1,	1,	1.3543,	0.0232288,	0.384429,	0.000492196,	0.223964,	0.321709,	0.3939
Cuda Perfect,	28,	1,	1,	1.57134,	0.02779,	0.460905,	0.000585698,	0.267158,	0.365658,	0.444549
Cuda Perfect,	29,	1,	1,	1.81333,	0.0319757,	0.531954,	0.000604797,	0.321428,	0.41235,	0.50988
Cuda Perfect,	30,	1,	1,	2.10568,	0.0373787,	0.615882,	0.000671296,	0.376799,	0.457835,	0.611655
Cuda Perfect,	31,	1,	1,	2.5683,	0.043506,	0.799153,	0.000711297,	0.484172,	0.515567,	0.717467
Cuda Perfect,	32,	1,	1,	3.00818,	0.0536299,	0.929966,	0.000795996,	0.583498,	0.578969,	0.852787
Cuda Perfect,	33,	1,	1,	3.33303,	0.0576886,	1.0326,	0.000872395,	0.65365,	0.630022,	0.948959
Cuda Perfect,	34,	1,	1,	3.81361,	0.0673231,	1.18471,	0.000935294,	0.745449,	0.694892,	1.10996
Cuda Perfect,	35,	1,	1,	4.18667,	0.072491,	1.3257,	0.00102539,	0.833167,	0.741128,	1.20172
Cuda Perfect,	36,	1,	1,	4.76102,	0.0855421,	1.5139,	0.00108319,	0.962096,	0.800491,	1.38563
Cuda Perfect,	37,	1,	1,	5.17335,	0.0883303,	1.71112,	0.00114479,	1.02703,	0.837859,	1.49523
Cuda Perfect,	38,	1,	1,	5.5589,	0.0998247,	1.88508,	0.00124479,	1.10006,	0.854371,	1.60466
Cuda Perfect,	39,	1,	1,	6.06804,	0.110193,	2.13125,	0.00133899,	1.18709,	0.887238,	1.73759
Cuda Perfect,	40,	1,	1,	6.68866,	0.121647,	2.36269,	0.00147169,	1.31433,	0.944317,	1.92975
Cuda Perfect,	41,	1,	1,	7.46046,	0.134058,	2.63741,	0.00155429,	1.46294,	1.02437,	2.18392
Cuda Perfect,	42,	1,	1,	8.18313,	0.149287,	2.92323,	0.00160089,	1.61446,	1.08058,	2.39726
Cuda Perfect,	43,	1,	1,	8.92218,	0.165431,	3.24936,	0.00172689,	1.73252,	1.13281,	2.62268
Cuda Perfect,	44,	1,	1,	9.9905,	0.184529,	3.71518,	0.00206449,	1.94142,	1.2263,	2.89864
Cuda Perfect,	45,	1,	1,	11.0527,	0.20098,	4.1283,	0.00192119,	2.12948,	1.29908,	3.27234
Cuda Perfect,	46,	1,	1,	12.1869,	0.22249,	4.51947,	0.00210589,	2.37115,	1.40221,	3.6479
Cuda Perfect,	47,	1,	1,	13.466,	0.245418,	4.93355,	0.00220369,	2.63106,	1.51907,	4.112
Cuda Perfect,	48,	1,	1,	14.6026,	0.28127,	5.43306,	0.00236629,	2.94729,	1.65238,	4.26103
Cuda Perfect,	49,	1,	1,	16.3263,	0.298569,	5.92517,	0.00246629,	3.22574,	1.73929,	5.10803
Cuda Perfect,	50,	1,	1,	17.7162,	0.325207,	6.49094,	0.00334908,	3.46822,	1.83384,	5.56636

algorithm,	n,	result,	num_runs,	Overall,	5,	7,	9,	11,	13,	15,	17,	19,	21,	23,	25,	27,	29,	31,	33,	35,	37,	39,	41,	43,	45,	47,	49
Naive,	16,	1,	1,	0.00279508,	0.000336899,	0.000390397,	0.000514497,	0.000516198,	0.000513497,	0.000521896,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	17,	1,	1,	0.00402708,	0.000434797,	0.000491097,	0.000605797,	0.000624697,	0.000622195,	0.000617697,	0.000627797,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	18,	1,	1,	0.00491957,	0.000542797,	0.000591296,	0.000747596,	0.000756095,	0.000753597,	0.000758195,	0.000765396,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	19,	1,	1,	0.00716236,	0.000692897,	0.000743295,	0.000893596,	0.000950294,	0.000947495,	0.000946695,	0.000936194,	0.00104649,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	20,	1,	1,	0.00978884,	0.000868496,	0.000939094,	0.00118549,	0.00133709,	0.00135459,	0.00135279,	0.00137169,	0.00136859,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	21,	1,	1,	0.0142134,	0.00105399,	0.00114169,	0.00143709,	0.00171919,	0.00175779,	0.00180309,	0.00175669,	0.00176259,	0.00177919,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	22,	1,	1,	0.0176474,	0.00130609,	0.00136889,	0.00167809,	0.00206839,	0.00233389,	0.00229479,	0.00228929,	0.00213569,	0.00216679,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	23,	1,	1,	0.0290743,	0.00157299,	0.00168729,	0.00219259,	0.00304358,	0.00338288,	0.00342078,	0.00341268,	0.00339958,	0.00339378,	0.00356278,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	24,	1,	1,	0.0414823,	0.00191189,	0.00205709,	0.00303708,	0.00438847,	0.00502237,	0.00493277,	0.00502287,	0.00494007,	0.00501687,	0.00514667,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	25,	1,	1,	0.0563676,	0.00225609,	0.00238919,	0.00323648,	0.00509387,	0.00622987,	0.00638337,	0.00615626,	0.00618076,	0.00618596,	0.00611297,	0.00613737,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	26,	1,	1,	0.0746791,	0.00267409,	0.00280248,	0.00376388,	0.00627656,	0.00793896,	0.00977175,	0.00817635,	0.00832905,	0.00824535,	0.00830215,	0.00839565,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	27,	1,	1,	0.106866,	0.00312218,	0.00328938,	0.00484497,	0.00810625,	0.0104149,	0.0109043,	0.0108745,	0.0111374,	0.0111866,	0.0109141,	0.0110419,	0.0110228,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	28,	1,	1,	0.14214,	0.00368008,	0.00386528,	0.00587287,	0.0104075,	0.0138764,	0.0146662,	0.0149532,	0.0152018,	0.0151362,	0.0147503,	0.0148085,	0.014916,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	29,	1,	1,	0.216441,	0.00428138,	0.00464327,	0.00648646,	0.0130224,	0.018051,	0.020322,	0.0218652,	0.0206915,	0.0206947,	0.0213336,	0.02074,	0.0236653,	0.0206395,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	30,	1,	1,	0.343141,	0.00489727,	0.00518927,	0.00846175,	0.0190373,	0.0294141,	0.0338103,	0.0344964,	0.0345086,	0.034179,	0.034688,	0.0343288,	0.0342377,	0.0358858,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	31,	1,	1,	0.493038,	0.00560297,	0.00633796,	0.00930555,	0.023621,	0.0370758,	0.0443684,	0.0456576,	0.0453815,	0.048544,	0.0454382,	0.0461205,	0.0454939,	0.0446935,	0.0453922,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	32,	1,	1,	0.710198,	0.00650286,	0.00696446,	0.0110348,	0.0307541,	0.0521692,	0.0658611,	0.0672418,	0.0664626,	0.0671661,	0.0665322,	0.0667486,	0.0669611,	0.0681766,	0.0676152,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	33,	1,	1,	0.763807,	0.00722196,	0.00764606,	0.0117045,	0.0305125,	0.0510489,	0.0641843,	0.0651552,	0.0655187,	0.0655131,	0.0658561,	0.0664467,	0.0659535,	0.0653604,	0.0659507,	0.0657255,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	34,	1,	1,	0.926333,	0.00818925,	0.00907755,	0.0133694,	0.0351143,	0.059709,	0.0779252,	0.0810804,	0.0807742,	0.0799407,	0.0802216,	0.0796643,	0.0800349,	0.0797958,	0.0798648,	0.0815633,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	35,	1,	1,	1.04408,	0.00933465,	0.00970985,	0.013733,	0.0340871,	0.0599884,	0.0780468,	0.0830894,	0.0904201,	0.0858733,	0.0850315,	0.0824868,	0.0827321,	0.082708,	0.0821725,	0.0819952,	0.0826678,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	36,	1,	1,	1.46353,	0.0105952,	0.0107137,	0.0156521,	0.0400108,	0.0731383,	0.105791,	0.118217,	0.120007,	0.119933,	0.119884,	0.121327,	0.120513,	0.120552,	0.120544,	0.121468,	0.125177,	 - ,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	37,	1,	1,	2.02105,	0.0117643,	0.0118835,	0.017021,	0.0418159,	0.0823094,	0.130254,	0.152814,	0.157113,	0.156656,	0.157355,	0.156411,	0.159136,	0.158081,	0.15622,	0.157495,	0.156972,	0.157746,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	38,	1,	1,	2.88932,	0.0136719,	0.0133215,	0.0187682,	0.0465335,	0.1019,	0.173454,	0.220935,	0.229319,	0.230223,	0.230295,	0.22858,	0.229923,	0.230697,	0.22927,	0.229364,	0.229406,	0.233645,	 - ,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	39,	1,	1,	4.89982,	0.0145888,	0.0176316,	0.0297607,	0.0544533,	0.131578,	0.247451,	0.339998,	0.361515,	0.3679,	0.363265,	0.376569,	0.374127,	0.364082,	0.369431,	0.380784,	0.368105,	0.368102,	0.370466,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	40,	1,	1,	6.72232,	0.0159735,	0.0164779,	0.0235002,	0.0669511,	0.15775,	0.324744,	0.467871,	0.507212,	0.513337,	0.524049,	0.510028,	0.509876,	0.520714,	0.512787,	0.511711,	0.516177,	0.51163,	0.511518,	 - ,	 - ,	 - ,	 - ,	 - 
Naive,	41,	1,	1,	8.65875,	0.0179809,	0.0180114,	0.0245554,	0.0635316,	0.169399,	0.363825,	0.554738,	0.61419,	0.620558,	0.61598,	0.622805,	0.632173,	0.621891,	0.61948,	0.618693,	0.61613,	0.619478,	0.626079,	0.619242,	 - ,	 - ,	 - ,	 - 
Naive,	42,	1,	1,	12.5474,	0.0194706,	0.0202814,	0.0276721,	0.0708803,	0.208157,	0.482587,	0.779395,	0.892565,	0.921108,	0.905936,	0.903231,	0.904913,	0.906332,	0.909363,	0.921547,	0.906871,	0.91421,	0.907915,	0.94499,	 - ,	 - ,	 - ,	 - 
Naive,	43,	1,	1,	21.0339,	0.0215502,	0.0221711,	0.0315383,	0.0883395,	0.292924,	0.723356,	1.1841,	1.41195,	1.4369,	1.42025,	1.42842,	1.45603,	1.42836,	1.44647,	1.42441,	1.46777,	1.44679,	1.43076,	1.42548,	1.4463,	 - ,	 - ,	 - 
Naive,	44,	1,	1,	32.2183,	0.0241819,	0.0247148,	0.0346876,	0.100961,	0.347454,	0.936303,	1.72121,	2.15114,	2.23388,	2.23594,	2.23731,	2.23187,	2.23792,	2.23846,	2.24335,	2.23728,	2.24271,	2.25463,	2.24289,	2.24144,	 - ,	 - ,	 - 
Naive,	45,	1,	1,	48.9864,	0.0261756,	0.0303115,	0.0362822,	0.108456,	0.40885,	1.20051,	2.32974,	3.04126,	3.2088,	3.20658,	3.20526,	3.21167,	3.20761,	3.2414,	3.20316,	3.22606,	3.21036,	3.21712,	3.22606,	3.19758,	3.24318,	 - ,	 - 
Naive,	46,	1,	1,	60.8282,	0.029229,	0.0291821,	0.0389522,	0.109673,	0.419962,	1.27654,	2.73108,	3.81043,	4.04368,	4.03248,	4.01651,	4.02604,	4.02509,	4.0282,	4.00283,	4.05761,	4.05533,	4.02469,	4.04275,	4.0232,	4.00475,	 - ,	 - 
Naive,	47,	1,	1,	101.342,	0.0313994,	0.0315655,	0.0448478,	0.14287,	0.591911,	1.88363,	4.15104,	5.81468,	6.30412,	6.33585,	6.34983,	6.32001,	6.29766,	6.32728,	6.30239,	6.33664,	6.29717,	6.29828,	6.32195,	6.38407,	6.436,	6.33879,	 - 
Naive,	48,	1,	1,	171.174,	0.0344678,	0.0352,	0.049958,	0.169783,	0.810935,	2.82763,	6.70971,	9.75307,	10.7119,	10.7626,	10.7418,	10.7225,	10.7538,	10.7396,	10.7503,	10.8056,	10.8097,	10.7599,	10.7474,	10.8714,	10.8588,	10.7483,	 - 
Naive,	49,	1,	1,	191.331,	0.0372783,	0.037904,	0.0542638,	0.175766,	0.85844,	2.95158,	6.9785,	10.2365,	11.2245,	11.3341,	11.3099,	11.3053,	11.3376,	11.3382,	11.2833,	11.3018,	11.3271,	11.3498,	11.3432,	11.4165,	11.4526,	11.3687,	11.3082
Naive,	50,	1,	1,	221.447,	0.0403599,	0.0411927,	0.0561321,	0.177264,	0.82661,	3.0205,	7.4974,	11.6491,	13.1726,	13.171,	13.1787,	13.2913,	13.3123,	13.1738,	13.1646,	13.2922,	13.2971,	13.1702,	13.1283,	13.1641,	13.208,	13.211,	13.2029
